Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
7928,38434.57547,11/07/2015 06:47:36,1279.116318,7,1,-0.855384767,3.55745244,2.177516405,1.346849149,8.381005751,5.014737727,0.003496742,0,0,0,0
7929,38435.57564,11/07/2015 06:47:37,1280.116492,7,1,-0.369545817,3.591610432,2.177516405,1.34707266,8.381005751,5.01553329,0.005406999,0,0,0,0
7930,38436.57568,11/07/2015 06:47:38,1281.116529,7,1,0.131464317,3.627387047,2.177519254,1.347166199,8.381016083,5.01586929,0.018940639,0,0,0,0
7931,38437.59127,11/07/2015 06:47:39,1282.132125,7,1,0.12676847,3.62852025,2.177556165,1.347166199,8.381150001,5.01586929,0.017192269,0,0,0,0
7932,38438.59133,11/07/2015 06:47:40,1283.132176,7,1,-0.34931758,3.595819235,2.177587493,1.347175784,8.38126369,5.015903768,0.009227467,0,0,0,0
7933,38439.60691,11/07/2015 06:47:41,1284.147761,7,1,-0.349136978,3.596143007,2.177587493,1.347274304,8.38126369,5.01625804,0.007705736,0,0,0,0
7934,38440.62247,11/07/2015 06:47:42,1285.163322,7,1,-0.34931758,3.595981121,2.177587493,1.347372817,8.38126369,5.016612289,0.000744677,0,0,0,0
7935,38441.6225,11/07/2015 06:47:43,1286.163354,7,1,-0.349136978,3.596143007,2.177587493,1.347469833,8.38126369,5.016961173,-0.006410694,0,0,0,0
7936,38442.63795,11/07/2015 06:47:44,1287.178797,7,1,-0.34931758,3.596304893,2.177587493,1.347568332,8.38126369,5.017315405,-0.006540203,0,0,0,0
7937,38443.63812,11/07/2015 06:47:45,1288.178974,7,1,-0.961944222,3.553567171,2.177587493,1.347694243,8.38126369,5.017766379,-0.008450413,0,0,0,0
7938,38444.65377,11/07/2015 06:47:46,1289.194618,7,1,-0.505905807,3.584649324,2.177587493,1.347944848,8.38126369,5.018657543,-0.002233982,0,0,0,0
7939,38445.66932,11/07/2015 06:47:47,1290.210175,7,1,-0.855384767,3.560528278,2.177587493,1.348105016,8.38126369,5.01923068,-0.007122946,0,0,0,0
7940,38446.66933,11/07/2015 06:47:48,1291.210183,7,1,-0.597835958,3.577850103,2.177587493,1.348329813,8.38126369,5.020031514,-0.003690958,0,0,0,0
7941,38447.68492,11/07/2015 06:47:49,1292.225769,7,1,-0.744490683,3.567651272,2.177587493,1.348506375,8.38126369,5.020662835,-0.005763101,0,0,0,0
7942,38448.68492,11/07/2015 06:47:50,1293.225771,7,1,-0.896383107,3.556966782,2.177587493,1.34872139,8.38126369,5.021429405,0.000744677,0,0,0,0
7943,38449.70051,11/07/2015 06:47:51,1294.241366,7,1,-0.627817094,3.574936152,2.177587493,1.348970788,8.38126369,5.022316554,-0.001942546,0,0,0,0
7944,38450.70054,11/07/2015 06:47:52,1295.24139,7,1,-0.551419377,3.580440283,2.177587493,1.349140212,8.38126369,5.022922464,0.003957693,0,0,0,0
7945,38451.71588,11/07/2015 06:47:53,1296.256726,7,1,-0.77989012,3.56473732,2.177587493,1.349306723,8.38126369,5.023517965,-0.002622557,0,0,0,0
7946,38452.73179,11/07/2015 06:47:54,1297.272642,7,1,-0.647864699,3.573641062,2.177587493,1.349521239,8.38126369,5.024283009,0.001165581,0,0,0,0
7947,38453.74739,11/07/2015 06:47:55,1298.288237,7,1,-1.392697334,3.521189928,2.177587493,1.349757322,8.38126369,5.025121537,-0.007090616,0,0,0,0
7948,38454.74743,11/07/2015 06:47:56,1299.288276,7,1,-2.850394964,3.417421341,2.177587493,1.350248583,8.38126369,5.026830321,-0.031567715,0,0,0,0
7949,38455.76277,11/07/2015 06:47:57,1300.303625,7,1,0.896164,3.678380966,2.177652956,1.350814258,8.381504313,5.028763723,0.019523382,0,0,0,0
7950,38456.76297,11/07/2015 06:47:58,1301.303818,7,1,-2.734624386,3.427134514,2.177874661,1.350893435,8.382320208,5.029036142,-0.027488183,0,0,0,0
7951,38457.77863,11/07/2015 06:47:59,1302.319477,7,1,-0.627817094,3.571536541,2.177874661,1.351495822,8.382320208,5.031107077,-0.000420904,0,0,0,0
7952,38458.79417,11/07/2015 06:48:00,1303.335017,7,1,-0.298385769,3.595657349,2.177874661,1.351645053,8.382320208,5.031640722,0.014958238,0,0,0,0
7953,38459.79422,11/07/2015 06:48:01,1304.335067,7,1,0.516162097,3.6537745,2.177917581,1.351702049,8.382476998,5.031845673,0.047464896,0,0,0,0
7954,38460.79425,11/07/2015 06:48:02,1305.3351,7,1,1.91425848,3.754305363,2.178179292,1.351702049,8.383449276,5.031845673,0.014990616,0,0,0,0
7955,38461.80984,11/07/2015 06:48:03,1306.350695,7,1,1.77699542,3.747830153,2.178707029,1.351702049,8.385429825,5.031845673,0.064689539,0,0,0,0
7956,38462.82517,11/07/2015 06:48:04,1307.366018,7,1,1.514028311,3.731317759,2.179183703,1.351702049,8.387214174,5.031845673,0.031826735,0,0,0,0
7957,38463.82549,11/07/2015 06:48:05,1308.366337,7,1,1.199948788,3.710758209,2.17957512,1.351702049,8.388672517,5.031845673,0.022923041,0,0,0,0
7958,38464.82554,11/07/2015 06:48:06,1309.36639,7,1,0.870698094,3.688579798,2.179877725,1.351702049,8.389793668,5.031845673,0.006734419,0,0,0,0
7959,38465.84106,11/07/2015 06:48:07,1310.381913,7,1,-1.92431E-05,3.627710819,2.180038315,1.351702052,8.390385985,5.031845685,-0.025707435,0,0,0,0
7960,38466.85672,11/07/2015 06:48:09,1311.397566,7,1,-0.000199852,3.627063274,2.180038315,1.351702063,8.390385985,5.031845725,-0.024412394,0,0,0,0
7961,38467.87222,11/07/2015 06:48:10,1312.413075,7,1,-1.92431E-05,3.626901388,2.180038315,1.351702078,8.390385985,5.031845777,-0.02104516,0,0,0,0
7962,38468.8724,11/07/2015 06:48:11,1313.413255,7,1,-1.92431E-05,3.626739502,2.180038315,1.351702085,8.390385985,5.031845802,-0.016933251,0,0,0,0
7963,38469.8879,11/07/2015 06:48:12,1314.428747,7,1,-1.92431E-05,3.626739502,2.180038315,1.351702091,8.390385985,5.031845826,-0.012432814,0,0,0,0
7964,38470.8879,11/07/2015 06:48:13,1315.428752,7,1,-1.92431E-05,3.626901388,2.180038315,1.3517021,8.390385985,5.031845858,-9.71317E-05,0,0,0,0
7965,38471.90355,11/07/2015 06:48:14,1316.444402,7,1,-1.92431E-05,3.626901388,2.180038315,1.351702107,8.390385985,5.031845884,0,0,0,0,0
7966,38472.90356,11/07/2015 06:48:15,1317.444408,7,1,-1.92431E-05,3.626901388,2.180038315,1.351702114,8.390385985,5.031845909,0,0,0,0,0
7967,38473.91913,11/07/2015 06:48:16,1318.459981,7,1,-1.92431E-05,3.626901388,2.180038315,1.351702123,8.390385985,5.031845941,0,0,0,0,0
7968,38474.93475,11/07/2015 06:48:17,1319.4756,7,1,-1.92431E-05,3.627063274,2.180038315,1.351702131,8.390385985,5.031845971,0,0,0,0,0
7969,38475.93475,11/07/2015 06:48:18,1320.475605,7,1,-1.92431E-05,3.627063274,2.180038315,1.351702145,8.390385985,5.03184602,3.23772E-05,0,0,0,0
7970,38476.95039,11/07/2015 06:48:19,1321.491238,7,1,-1.92431E-05,3.627225161,2.180038315,1.351702153,8.390385985,5.031846051,6.47545E-05,0,0,0,0
7971,38477.96597,11/07/2015 06:48:20,1322.506818,7,1,-1.92431E-05,3.627225161,2.180038315,1.35170216,8.390385985,5.031846075,3.23772E-05,0,0,0,0
7972,38478.96597,11/07/2015 06:48:21,1323.506823,7,1,-1.92431E-05,3.627548933,2.180038315,1.35170217,8.390385985,5.031846113,9.71317E-05,0,0,0,0
7973,38479.9816,11/07/2015 06:48:22,1324.522453,7,1,-1.92431E-05,3.627387047,2.180038315,1.351702176,8.390385985,5.031846133,6.47545E-05,0,0,0,0
7974,38480.99723,11/07/2015 06:48:23,1325.538084,7,1,-1.92431E-05,3.627710819,2.180038315,1.351702188,8.390385985,5.031846176,9.71317E-05,0,0,0,0
7975,38481.99732,11/07/2015 06:48:24,1326.538172,7,1,-1.92431E-05,3.627548933,2.180038315,1.351702196,8.390385985,5.031846207,3.23772E-05,0,0,0,0
7976,38483.01282,11/07/2015 06:48:25,1327.55367,7,1,-1.92431E-05,3.627548933,2.180038315,1.351702203,8.390385985,5.031846233,3.23772E-05,0,0,0,0
7977,38484.02818,11/07/2015 06:48:26,1328.569032,7,1,-1.92431E-05,3.627710819,2.180038315,1.35170221,8.390385985,5.031846258,3.23772E-05,0,0,0,0
7978,38485.02849,11/07/2015 06:48:27,1329.569341,7,1,-1.92431E-05,3.627872705,2.180038315,1.351702217,8.390385985,5.031846283,9.71317E-05,0,0,0,0
7979,38486.04405,11/07/2015 06:48:28,1330.5849,7,1,-1.92431E-05,3.628034592,2.180038315,1.351702228,8.390385985,5.03184632,0.000129509,0,0,0,0
7980,38487.05969,11/07/2015 06:48:29,1331.600543,7,1,-1.92431E-05,3.627872705,2.180038315,1.351702236,8.390385985,5.031846351,6.47545E-05,0,0,0,0
7981,38488.0597,11/07/2015 06:48:30,1332.600549,7,1,-1.92431E-05,3.628034592,2.180038315,1.351702244,8.390385985,5.03184638,6.47545E-05,0,0,0,0
7982,38489.07528,11/07/2015 06:48:31,1333.616131,7,1,-1.92431E-05,3.628196478,2.180038315,1.351702253,8.390385985,5.031846411,6.47545E-05,0,0,0,0
7983,38490.0753,11/07/2015 06:48:32,1334.616149,7,1,-1.92431E-05,3.628034592,2.180038315,1.351702262,8.390385985,5.031846443,0,0,0,0,0
7984,38491.09089,11/07/2015 06:48:33,1335.631736,7,1,-1.92431E-05,3.628196478,2.180038315,1.351702276,8.390385985,5.031846497,3.23772E-05,0,0,0,0
7985,38492.10651,11/07/2015 06:48:34,1336.647358,7,1,-1.92431E-05,3.628358364,2.180038315,1.351702284,8.390385985,5.031846524,9.71317E-05,0,0,0,0
7986,38493.10651,11/07/2015 06:48:35,1337.647364,7,1,-1.92431E-05,3.628196478,2.180038315,1.351702294,8.390385985,5.031846561,6.47545E-05,0,0,0,0
7987,38494.12215,11/07/2015 06:48:36,1338.663003,7,1,-0.491276473,3.593390942,2.180038315,1.351788635,8.390385985,5.032156874,-0.00692873,0,0,0,0
7988,38495.13778,11/07/2015 06:48:37,1339.678635,7,1,-1.063085437,3.552433968,2.180038315,1.352030212,8.390385985,5.033017229,-0.015120124,0,0,0,0
7989,38496.1378,11/07/2015 06:48:38,1340.678655,7,1,-1.782091022,3.500144958,2.180038315,1.352454994,8.390385985,5.034509751,-0.025610304,0,0,0,0
7990,38497.15334,11/07/2015 06:48:39,1341.69419,7,1,-1.868241549,3.492212534,2.180038315,1.352973619,8.390385985,5.036322445,-0.027196789,0,0,0,0
7991,38498.15335,11/07/2015 06:48:40,1342.694206,7,1,-1.655483842,3.505810976,2.180038315,1.353453366,8.390385985,5.038002038,-0.017645502,0,0,0,0
7992,38499.16857,11/07/2015 06:48:41,1343.709421,7,1,-1.503591418,3.515523911,2.180038315,1.353891561,8.390385985,5.039541049,-0.007543898,0,0,0,0
7993,38500.16896,11/07/2015 06:48:42,1344.709811,7,1,-0.956525981,3.553567171,2.180038315,1.354202502,8.390385985,5.040641274,0.010457802,0,0,0,0
7994,38501.18457,11/07/2015 06:48:43,1345.725422,7,1,-2.612532377,3.435390472,2.180038315,1.354792145,8.390385985,5.042677791,-0.011526299,0,0,0,0
7995,38502.20018,11/07/2015 06:48:44,1346.741031,7,1,-0.708730042,3.568784475,2.180038315,1.355153268,8.390385985,5.043937143,0.012529945,0,0,0,0
7996,38503.20021,11/07/2015 06:48:45,1347.741065,7,1,-1.412744999,3.519085407,2.180038315,1.355489129,8.390385985,5.045122023,0.000679922,0,0,0,0
7997,38504.21554,11/07/2015 06:48:46,1348.756388,7,1,-1.113836646,3.539644957,2.180038315,1.355822525,8.390385985,5.046299796,-0.002752066,0,0,0,0
7998,38505.23144,11/07/2015 06:48:47,1349.772289,7,1,-0.283575803,3.598409414,2.180038315,1.355970452,8.390385985,5.046826873,0.032280017,0,0,0,0
7999,38506.24705,11/07/2015 06:48:48,1350.787901,7,1,-2.075942278,3.471329212,2.180038315,1.356427743,8.390385985,5.048417566,-0.019393921,0,0,0,0
8000,38507.24705,11/07/2015 06:48:49,1351.787905,7,1,0.126587853,3.626901388,2.18006524,1.356553363,8.390483613,5.048854253,0.021433687,0,0,0,0
8001,38508.26234,11/07/2015 06:48:50,1352.803191,7,1,0.08577016,3.62512064,2.180091836,1.356553363,8.390580035,5.048854253,0.017062759,0,0,0,0
8002,38509.27834,11/07/2015 06:48:51,1353.819187,7,1,0.08089371,3.625606298,2.180115392,1.356553363,8.390665438,5.048854253,0.005536509,0,0,0,0
8003,38510.29389,11/07/2015 06:48:52,1354.834739,7,1,0.126587853,3.629491568,2.180148449,1.356553363,8.390785395,5.048854253,0.031405829,0,0,0,0
8004,38511.29392,11/07/2015 06:48:53,1355.834766,7,1,0.172101393,3.633376837,2.180193796,1.356553363,8.390950129,5.048854253,0.00152173,0,0,0,0
8005,38512.30952,11/07/2015 06:48:54,1356.85037,7,1,0.126587853,3.630786657,2.180231699,1.356553363,8.391087762,5.048854253,0.001197958,0,0,0,0
8006,38513.32512,11/07/2015 06:48:55,1357.865973,7,1,0.075836651,3.627872705,2.180255627,1.356553363,8.391174582,5.048854253,0.000485659,0,0,0,0
8007,38514.34074,11/07/2015 06:48:56,1358.881586,7,1,0.415382087,3.652317524,2.180357317,1.356553363,8.391545854,5.048854253,0.004597568,0,0,0,0
8008,38515.34074,11/07/2015 06:48:57,1359.88159,7,1,0.349459708,3.648432255,2.180456693,1.356553363,8.391908453,5.048854253,0.003011084,0,0,0,0
8009,38516.35636,11/07/2015 06:48:58,1360.897211,7,1,0.314240903,3.646327734,2.180546777,1.356553363,8.392236945,5.048854253,0.003140592,0,0,0,0
8010,38517.37187,11/07/2015 06:48:59,1361.912724,7,1,0.29347083,3.645518303,2.180630308,1.356553363,8.392541444,5.048854253,0.003593874,0,0,0,0
8011,38518.38706,11/07/2015 06:49:00,1362.927914,7,1,0.43524912,3.655879021,2.180710721,1.356553363,8.392835299,5.048854253,0.000874186,0,0,0,0
8012,38519.38761,11/07/2015 06:49:01,1363.928456,7,1,0.754927516,3.679352283,2.180944316,1.356553363,8.393693353,5.048854253,0.006313515,0,0,0,0
8013,38520.40343,11/07/2015 06:49:02,1364.944279,7,1,-1.92431E-05,3.626253843,2.180965619,1.356553373,8.393771691,5.048854287,-0.003950024,0,0,0,0
8014,38521.41883,11/07/2015 06:49:03,1365.959676,7,1,-1.92431E-05,3.626091957,2.180965619,1.356553381,8.393771691,5.048854317,-0.00375576,0,0,0,0
8015,38522.4344,11/07/2015 06:49:04,1366.975252,7,1,-1.92431E-05,3.626253843,2.180965619,1.356553389,8.393771691,5.048854346,-0.003808682,0,0,0,0
8016,38523.43448,11/07/2015 06:49:05,1367.975328,7,1,-1.92431E-05,3.62641573,2.180965619,1.356553397,8.393771691,5.048854376,-0.005497534,0,0,0,0
8017,38524.45006,11/07/2015 06:49:06,1368.990909,7,1,-1.92431E-05,3.626253843,2.180965619,1.35655341,8.393771691,5.048854421,-9.71317E-05,0,0,0,0
8018,38525.4652,11/07/2015 06:49:07,1370.006055,7,1,-1.92431E-05,3.626577616,2.180965619,1.356553415,8.393771691,5.048854439,0,0,0,0,0
8019,38526.46536,11/07/2015 06:49:08,1371.006211,7,1,-0.000380462,3.62641573,2.180965619,1.356553427,8.393771691,5.048854485,6.43532E-05,0,0,0,0
8020,38527.46539,11/07/2015 06:49:09,1372.006239,7,1,-1.92431E-05,3.626577616,2.180965619,1.35655344,8.393771691,5.04885453,6.47545E-05,0,0,0,0
8021,38527.4814,11/07/2015 06:49:09,0.015276289,8,1,0,3.62641573,2.180965619,1.35655344,8.393771691,5.04885453,0,0,0,0,0
8022,38528.49729,11/07/2015 06:49:10,1.015112448,7,1,-1.92431E-05,3.626739502,2.180965619,1.356553446,8.393771691,5.048854552,0,0,0,0,0
8023,38529.49776,11/07/2015 06:49:11,2.015585522,7,1,-1.92431E-05,3.626901388,2.180965619,1.356553457,8.393771691,5.048854593,3.23772E-05,0,0,0,0
8024,38530.51344,11/07/2015 06:49:12,3.031265262,7,1,-1.92431E-05,3.627063274,2.180965619,1.356553473,8.393771691,5.048854652,6.47545E-05,0,0,0,0
8025,38531.52904,11/07/2015 06:49:13,4.046858818,7,1,-1.92431E-05,3.626901388,2.180965619,1.356553486,8.393771691,5.048854697,3.23772E-05,0,0,0,0
8026,38532.54463,11/07/2015 06:49:14,5.062457847,7,1,-1.92431E-05,3.627225161,2.180965619,1.356553501,8.393771691,5.048854753,0.000129509,0,0,0,0
8027,38533.5447,11/07/2015 06:49:15,6.062525933,7,1,-1.92431E-05,3.627225161,2.180965619,1.356553508,8.393771691,5.048854779,9.71317E-05,0,0,0,0
8028,38534.54478,11/07/2015 06:49:16,7.062600715,7,1,-1.92431E-05,3.627225161,2.180965619,1.356553518,8.393771691,5.048854815,6.47545E-05,0,0,0,0
8029,38535.56029,11/07/2015 06:49:17,8.07811353,7,1,-1.92431E-05,3.627225161,2.180965619,1.356553529,8.393771691,5.048854853,3.23772E-05,0,0,0,0
8030,38536.57559,11/07/2015 06:49:18,9.093413384,7,1,-1.92431E-05,3.627548933,2.180965619,1.356553538,8.393771691,5.048854885,0.000129509,0,0,0,0
8031,38537.59149,11/07/2015 06:49:19,10.10931491,7,1,-1.92431E-05,3.627387047,2.180965619,1.356553552,8.393771691,5.048854937,6.47545E-05,0,0,0,0
8032,38538.59149,11/07/2015 06:49:20,11.10931515,7,1,-1.92431E-05,3.627548933,2.180965619,1.356553559,8.393771691,5.048854962,9.71317E-05,0,0,0,0
8033,38539.59152,11/07/2015 06:49:21,12.10934068,7,1,-1.92431E-05,3.627548933,2.180965619,1.356553567,8.393771691,5.048854992,6.47545E-05,0,0,0,0
8034,38540.60681,11/07/2015 06:49:23,13.12462934,7,1,-1.92431E-05,3.627548933,2.180965619,1.356553575,8.393771691,5.04885502,6.47545E-05,0,0,0,0
8035,38541.62226,11/07/2015 06:49:24,14.14008126,7,1,-1.92431E-05,3.627710819,2.180965619,1.356553581,8.393771691,5.048855041,3.23772E-05,0,0,0,0
8036,38542.62248,11/07/2015 06:49:25,15.14030465,7,1,-1.92431E-05,3.627710819,2.180965619,1.356553588,8.393771691,5.048855068,6.45534E-05,0,0,0,0
8037,38543.62276,11/07/2015 06:49:26,16.14058702,7,1,-1.92431E-05,3.627872705,2.180965619,1.356553603,8.393771691,5.04885512,9.71317E-05,0,0,0,0
8038,38544.62277,11/07/2015 06:49:27,17.14059601,7,1,-1.92431E-05,3.627872705,2.180965619,1.356553608,8.393771691,5.04885514,3.23772E-05,0,0,0,0
8039,38545.63831,11/07/2015 06:49:28,18.15613026,7,1,-1.92431E-05,3.627872705,2.180965619,1.356553616,8.393771691,5.048855169,3.22777E-05,0,0,0,0
8040,38546.63831,11/07/2015 06:49:29,19.1561312,7,1,-1.92431E-05,3.627872705,2.180965619,1.356553627,8.393771691,5.048855209,3.23772E-05,0,0,0,0
8041,38547.63835,11/07/2015 06:49:30,20.15617819,7,1,-1.92431E-05,3.628196478,2.180965619,1.356553634,8.393771691,5.048855234,9.71317E-05,0,0,0,0
8042,38548.65395,11/07/2015 06:49:31,21.17177489,7,1,-0.96176362,3.560852051,2.180965619,1.35659331,8.393771691,5.04899661,-0.013404131,0,0,0,0
8043,38549.654,11/07/2015 06:49:32,22.1718208,7,1,-0.94659245,3.560366392,2.180965619,1.356860021,8.393771691,5.04994613,-0.013566017,0,0,0,0
8044,38550.66954,11/07/2015 06:49:33,23.18736766,7,1,-1.534475684,3.51811409,2.180965619,1.357151271,8.393771691,5.050980362,-0.0219841,0,0,0,0
8045,38551.68515,11/07/2015 06:49:34,24.20296836,7,1,-1.873118043,3.492698193,2.180965619,1.35760105,8.393771691,5.052560134,-0.027067279,0,0,0,0
8046,38552.68516,11/07/2015 06:49:35,25.20298193,7,1,-2.116037607,3.473595619,2.180965619,1.358132955,8.393771691,5.054415657,-0.030920172,0,0,0,0
8047,38553.7008,11/07/2015 06:49:36,26.21862106,7,1,-2.33908987,3.455950022,2.180965619,1.358741576,8.393771691,5.056527256,-0.02081852,0,0,0,0
8048,38554.71647,11/07/2015 06:49:37,27.23429611,7,1,-0.637931228,3.573641062,2.180965619,1.359305508,8.393771691,5.058480397,0.002784443,0,0,0,0
8049,38555.73201,11/07/2015 06:49:38,28.24983711,7,1,-0.931782484,3.55405283,2.180965619,1.359503313,8.393771691,5.059186277,0.007349634,0,0,0,0
8050,38556.74765,11/07/2015 06:49:39,29.26547018,7,1,-2.784472466,3.423411131,2.180965619,1.359886802,8.393771691,5.060526254,-0.013663149,0,0,0,0
8051,38557.76326,11/07/2015 06:49:40,30.28107863,7,1,-1.315938473,3.523941994,2.180965619,1.360573516,8.393771691,5.062885332,0.010231161,0,0,0,0
8052,38558.77859,11/07/2015 06:49:41,31.29641054,7,1,-1.063085437,3.541911364,2.180965619,1.360922091,8.393771691,5.064114969,0.01741891,0,0,0,0
8053,38559.77885,11/07/2015 06:49:42,32.29667333,7,1,-0.460211694,3.584487438,2.180965619,1.361177462,8.393771691,5.065020936,0.002039766,0,0,0,0
8054,38560.79447,11/07/2015 06:49:43,33.31229058,7,1,0.08577016,3.623663664,2.18097232,1.361270183,8.39379597,5.065353316,0.013922167,0,0,0,0
8055,38561.79449,11/07/2015 06:49:44,34.31231458,7,1,0.176797241,3.63111043,2.181003075,1.361270183,8.393907521,5.065353316,0.041928388,0,0,0,0
8056,38562.79449,11/07/2015 06:49:45,35.31231729,7,1,0.176977843,3.632243633,2.181052197,1.361270183,8.394085916,5.065353316,0.021660328,0,0,0,0
8057,38563.81009,11/07/2015 06:49:46,36.32791811,7,1,0.126587853,3.629329681,2.181097946,1.361270183,8.394252062,5.065353316,0.017516041,0,0,0,0
8058,38564.81011,11/07/2015 06:49:47,37.32792823,7,1,0.166683123,3.632729292,2.181136438,1.361270183,8.394391812,5.065353316,0.009583617,0,0,0,0
8059,38565.82549,11/07/2015 06:49:48,38.34331313,7,1,1.149016976,3.702663898,2.181266571,1.361270183,8.394871242,5.065353316,0.015670538,0,0,0,0
8060,38566.8257,11/07/2015 06:49:49,39.34351936,7,1,0.719166875,3.674171925,2.181548533,1.361270183,8.395913623,5.065353316,0.00848279,0,0,0,0
8061,38567.84131,11/07/2015 06:49:50,40.35912925,7,1,-0.181892782,3.611684084,2.181685098,1.361285977,8.396415369,5.065410362,-0.004176664,0,0,0,0
8062,38568.85692,11/07/2015 06:49:51,41.37474458,7,1,-0.460392296,3.591610432,2.181685098,1.361363903,8.396415369,5.06569093,-0.007640982,0,0,0,0
8063,38569.87254,11/07/2015 06:49:52,42.39035876,7,1,-0.471048236,3.590153456,2.181685098,1.361494815,8.396415369,5.066161023,-0.008612299,0,0,0,0
8064,38570.87258,11/07/2015 06:49:53,43.39039987,7,1,-0.607588828,3.580278397,2.181685098,1.361639329,8.396415369,5.06667925,-0.024736118,0,0,0,0
8065,38571.8882,11/07/2015 06:49:54,44.40602545,7,1,-1.205044389,3.537540436,2.181685098,1.361873003,8.396415369,5.067510591,-0.02742343,0,0,0,0
8066,38572.90367,11/07/2015 06:49:55,45.42149386,7,1,-2.015076876,3.479099751,2.181685098,1.362302518,8.396415369,5.06901715,-0.026419735,0,0,0,0
8067,38573.90386,11/07/2015 06:49:56,46.42167975,7,1,-2.232711077,3.461777925,2.181685098,1.362885507,8.396415369,5.071041153,-0.025901746,0,0,0,0
8068,38574.9194,11/07/2015 06:49:57,47.43722217,7,1,-2.055352926,3.472300529,2.181685098,1.363496091,8.396415369,5.073156954,-0.023570586,0,0,0,0
8069,38575.93499,11/07/2015 06:49:58,48.45281556,7,1,-0.541124642,3.578173876,2.181685098,1.363898533,8.396415369,5.074561223,-0.00035615,0,0,0,0
8070,38576.935,11/07/2015 06:49:59,49.45282512,7,1,-0.055466291,3.613302946,2.181685098,1.363990949,8.396415369,5.074892174,0.015249634,0,0,0,0
8071,38577.9506,11/07/2015 06:50:00,50.46841961,7,1,-0.192729339,3.604722977,2.181685098,1.364023254,8.396415369,5.075008703,0.025383662,0,0,0,0
8072,38578.96598,11/07/2015 06:50:01,51.48380732,7,1,0.577388644,3.659602404,2.181754427,1.364052516,8.396669016,5.07511419,0.039823912,0,0,0,0
8073,38579.98187,11/07/2015 06:50:02,52.49968842,7,1,1.073341727,3.69618845,2.18198548,1.364052516,8.397519742,5.07511419,0.023829555,0,0,0,0
8074,38580.99747,11/07/2015 06:50:03,53.51529472,7,1,0.733976841,3.674171925,2.18224264,1.364052516,8.398468133,5.07511419,0.019102478,0,0,0,0
8075,38581.99751,11/07/2015 06:50:04,54.51533104,7,1,0.415382087,3.652641296,2.182403659,1.364052516,8.399058523,5.07511419,0.007738161,0,0,0,0
8076,38583.01309,11/07/2015 06:50:05,55.53090943,7,1,-0.19724457,3.609417677,2.182462286,1.364079057,8.399272643,5.075209994,-0.009875059,0,0,0,0
8077,38584.02874,11/07/2015 06:50:06,56.54656285,7,1,-1.777395129,3.49706912,2.182462286,1.364361031,8.399272643,5.076199822,-0.032700919,0,0,0,0
8078,38585.0443,11/07/2015 06:50:07,57.56212313,7,1,-2.182321072,3.466148853,2.182462286,1.364923076,8.399272643,5.078155391,-0.046169806,0,0,0,0
8079,38586.04431,11/07/2015 06:50:08,58.56213188,7,1,-2.08587575,3.47100544,2.182462286,1.365515098,8.399272643,5.080208876,-0.040698051,0,0,0,0
8080,38587.05995,11/07/2015 06:50:09,59.57777656,7,1,-2.106284618,3.467767715,2.182462286,1.366106635,8.399272643,5.082261076,-0.036974717,0,0,0,0
8081,38588.07554,11/07/2015 06:50:10,60.59336493,7,1,-1.528696179,3.507753611,2.182462286,1.366610625,8.399272643,5.08401827,-0.020332813,0,0,0,0
8082,38589.07558,11/07/2015 06:50:11,61.59340754,7,1,-0.860803068,3.554538488,2.182462286,1.366930994,8.399272643,5.085148292,0.017386531,0,0,0,0
8083,38590.09114,11/07/2015 06:50:12,62.60896224,7,1,-0.73889178,3.563280344,2.182462286,1.367155078,8.399272643,5.085945807,0.018357849,0,0,0,0
8084,38591.09114,11/07/2015 06:50:13,63.60896446,7,1,-0.531371713,3.578335762,2.182462286,1.367327043,8.399272643,5.086559845,0.021951724,0,0,0,0
8085,38592.09116,11/07/2015 06:50:14,64.60898308,7,1,0.076017261,3.621882915,2.182474133,1.367389015,8.399315543,5.086781647,0.022890616,0,0,0,0
8086,38593.10678,11/07/2015 06:50:15,65.62459965,7,1,-0.222710475,3.601647139,2.182482689,1.367426079,8.399346534,5.086915137,0.009551239,0,0,0,0
8087,38594.12226,11/07/2015 06:50:16,66.64008806,7,1,-0.597655356,3.57542181,2.182482689,1.367551574,8.399346534,5.087364515,0.00246067,0,0,0,0
8088,38595.138,11/07/2015 06:50:17,67.6558207,7,1,-0.526856482,3.58011651,2.182482689,1.367708354,8.399346534,5.08792548,0.000420904,0,0,0,0
8089,38596.13801,11/07/2015 06:50:18,68.65582914,7,1,-0.228128761,3.601485252,2.182482689,1.367802185,8.399346534,5.088262265,-0.003917647,0,0,0,0
8090,38597.15369,11/07/2015 06:50:19,69.67151438,7,1,-0.222891092,3.602132797,2.182482689,1.367865602,8.399346534,5.088490691,9.71317E-05,0,0,0,0
8091,38598.1537,11/07/2015 06:50:20,70.67152353,7,1,-0.374783486,3.591772318,2.182482689,1.367954527,8.399346534,5.088810327,0.003270102,0,0,0,0
